data-cut-off-date,web-posting-date,aefi,pfizer-events,pfizer-bivalent-reports,moderna-events,moderna-bivalent-BA1-reports,moderna-bivalent-BA45-reports,cov-azc-events,janssen-events,Novavax-events,unspecified-events,total-events,pfizer-rate,pfizer-bivalent-rate,moderna-rate,moderna-bivalent-BA1-rate,moderna-bivalent-BA45-rate,cov-azc-rate,janssen-rate,Novavax-rate,total-rate
2021-11-26,2021-12-03,Myocarditis/pericarditis,853,,495,,,25,,,3,1376,2.03,,3.37,,,0.89,N/A,,2.31
2021-11-26,2021-12-03,Rash,776,,444,,,139,,,15,1374,1.85,,3.02,,,4.97,N/A,,2.31
2021-11-26,2021-12-03,Vaccination site warmth,256,,969,,,116,,,0,1341,0.61,,6.59,,,4.15,N/A,,2.25
2021-11-26,2021-12-03,Vomiting,767,,365,,,187,,,16,1335,1.82,,2.48,,,6.68,N/A,,2.24
2021-11-26,2021-12-03,Chills,592,,357,,,331,,,6,1286,1.41,,2.43,,,11.83,N/A,,2.16
2021-11-26,2021-12-03,Diarrhea,727,,318,,,190,,,27,1262,1.73,,2.16,,,6.79,N/A,,2.12
2021-11-26,2021-12-03,Pain in extremity,750,,261,,,222,,,23,1256,1.78,,1.77,,,7.93,N/A,,2.11
2021-11-26,2021-12-03,Adenopathy/lymphadenopathy (swollen lymph nodes),792,,404,,,57,,,2,1255,1.88,,2.75,,,2.04,N/A,,2.11
2021-11-26,2021-12-03,Myalgia (muscle pain),508,,278,,,194,,,10,990,1.21,,1.89,,,6.93,N/A,,1.66
2021-11-26,2021-12-03,Throat tightness,720,,220,,,49,,,0,989,1.71,,1.50,,,1.75,N/A,,1.66
2021-11-26,2021-12-03,Rash generalized (non-allergic),584,,291,,,101,,,0,976,1.39,,1.98,,,3.61,N/A,,1.64
2021-11-26,2021-12-03,Palpitations,687,,225,,,56,,,5,973,1.63,,1.53,,,2.00,N/A,,1.63
2021-11-26,2021-12-03,Asthenia (weakness),550,,232,,,134,,,21,937,1.31,,1.58,,,4.79,N/A,,1.57
2021-11-26,2021-12-03,Vaccination site pruritus (itching),176,,662,,,62,,,2,902,0.42,,4.50,,,2.22,N/A,,1.51
2021-11-26,2021-12-03,Dysphagia (difficulty swallowing),590,,174,,,48,,,0,812,1.40,,1.18,,,1.72,N/A,,1.36
2021-11-26,2021-12-03,Cough,478,,206,,,57,,,15,756,1.14,,1.40,,,2.04,N/A,,1.27
2021-11-26,2021-12-03,Malaise (discomfort),436,,183,,,100,,,30,749,1.04,,1.24,,,3.57,N/A,,1.26
2021-11-26,2021-12-03,Swelling face,478,,169,,,53,,,4,704,1.14,,1.15,,,1.89,N/A,,1.18
2021-11-26,2021-12-03,Abdominal pain,426,,144,,,98,,,23,691,1.01,,0.98,,,3.50,N/A,,1.16
2021-11-26,2021-12-03,Anaphylaxis,505,,141,,,24,,,1,671,1.20,,0.96,,,0.86,N/A,,1.13
2021-11-26,2021-12-03,Vaccination site cellulitis,74,,518,,,73,,,0,665,0.18,,3.52,,,2.61,N/A,,1.12
2021-11-26,2021-12-03,Bell's palsy/facial paralysis,462,,152,,,48,,,1,663,1.10,,1.03,,,1.72,N/A,,1.11
2021-11-26,2021-12-03,Vaccination site reaction,134,,470,,,36,,,1,641,0.32,,3.20,,,1.29,N/A,,1.08
2021-11-26,2021-12-03,Feeling hot,382,,174,,,79,,,3,638,0.91,,1.18,,,2.82,N/A,,1.07
2021-11-26,2021-12-03,Vaccination site rash,170,,418,,,42,,,0,630,0.40,,2.84,,,1.50,N/A,,1.06
2021-11-26,2021-12-03,Peripheral swelling,347,,152,,,100,,,16,615,0.83,,1.03,,,3.57,N/A,,1.03
2021-11-26,2021-12-03,Hypersensitivity,375,,181,,,51,,,7,614,0.89,,1.23,,,1.82,N/A,,1.03
2021-11-26,2021-12-03,Hyperhidrosis (excessive sweating),340,,159,,,63,,,9,571,0.81,,1.08,,,2.25,N/A,,0.96
2021-11-26,2021-12-03,Swollen tongue,399,,130,,,35,,,1,565,0.95,,0.88,,,1.25,N/A,,0.95
2021-11-26,2021-12-03,Oropharyngeal pain (throat pain),340,,157,,,45,,,9,551,0.81,,1.07,,,1.61,N/A,,0.92
2021-11-26,2021-12-03,Dermatitis allergic,319,,184,,,46,,,0,549,0.76,,1.25,,,1.64,N/A,,0.92
2021-11-26,2021-12-03,Lip swelling,368,,122,,,41,,,1,532,0.88,,0.83,,,1.47,N/A,,0.89
2021-12-03,2021-12-10,Paraesthesia (tingling or prickling),2851,,1016,,,517,,,11,4395,6.65,,6.83,,,18.47,N/A,,7.26
2021-12-03,2021-12-10,Vaccination site pain,1575,,1981,,,401,,,13,3970,3.67,,13.33,,,14.33,N/A,,6.56
2021-12-03,2021-12-10,Headache,1817,,771,,,730,,,31,3349,4.24,,5.19,,,26.08,N/A,,5.53
2021-12-03,2021-12-10,Pruritus,1993,,979,,,257,,,13,3242,4.65,,6.59,,,9.18,N/A,,5.35
2021-12-03,2021-12-10,Dyspnoea (laboured breathing),1922,,804,,,289,,,20,3035,4.48,,5.41,,,10.32,N/A,,5.01
2021-12-03,2021-12-10,Fatigue,1689,,721,,,417,,,48,2875,3.94,,4.85,,,14.90,N/A,,4.75
2021-12-03,2021-12-10,Urticaria (hives),1710,,829,,,227,,,8,2774,3.99,,5.58,,,8.11,N/A,,4.58
2021-12-03,2021-12-10,Nausea,1384,,664,,,299,,,27,2374,3.23,,4.47,,,10.68,N/A,,3.92
2021-12-03,2021-12-10,Chest pain,1528,,698,,,138,,,6,2370,3.56,,4.70,,,4.93,N/A,,3.91
2021-12-03,2021-12-10,Vaccination site erythema (redness),488,,1624,,,185,,,5,2302,1.14,,10.92,,,6.61,N/A,,3.80
2021-12-03,2021-12-10,Dizziness,1479,,538,,,243,,,18,2278,3.45,,3.62,,,8.68,N/A,,3.76
2021-12-03,2021-12-10,Fever ≥ 38°C,1077,,698,,,476,,,22,2273,2.51,,4.70,,,17.00,N/A,,3.75
2021-12-03,2021-12-10,Hypoaesthesia (numbness),1452,,493,,,306,,,15,2266,3.39,,3.32,,,10.93,N/A,,3.74
2021-12-03,2021-12-10,Vaccination site swelling,512,,1340,,,178,,,2,2032,1.19,,9.01,,,6.36,N/A,,3.36
2021-12-03,2021-12-10,Erythema (redness),1055,,579,,,190,,,11,1835,2.46,,3.89,,,6.79,N/A,,3.03
2021-12-03,2021-12-10,Chest discomfort,1069,,414,,,126,,,5,1614,2.49,,2.78,,,4.50,N/A,,2.67
2021-12-03,2021-12-10,Pain,894,,399,,,267,,,41,1601,2.08,,2.68,,,9.54,N/A,,2.64
2021-12-03,2021-12-10,Arthralgia (joint pain),985,,355,,,208,,,33,1581,2.30,,2.39,,,7.43,N/A,,2.61
2021-12-03,2021-12-10,Rash,809,,461,,,145,,,15,1430,1.89,,3.10,,,5.18,N/A,,2.36
2021-12-03,2021-12-10,Myocarditis/Pericarditis,887,,510,,,27,,,4,1428,2.07,,3.43,,,0.96,N/A,,2.36
2021-12-03,2021-12-10,Vomiting,787,,382,,,191,,,16,1376,1.84,,2.57,,,6.82,N/A,,2.27
2021-12-03,2021-12-10,Vaccination site warmth,266,,989,,,118,,,0,1373,0.62,,6.65,,,4.22,N/A,,2.27
2021-12-03,2021-12-10,Chills,606,,368,,,339,,,6,1319,1.41,,2.48,,,12.11,N/A,,2.18
2021-12-03,2021-12-10,Diarrhea,751,,341,,,192,,,28,1312,1.75,,2.29,,,6.86,N/A,,2.17
2021-12-03,2021-12-10,Adenopathy/lymphadenopathy (swollen lymph nodes),815,,415,,,60,,,2,1292,1.90,,2.79,,,2.14,N/A,,2.13
2021-12-03,2021-12-10,Pain in extremity,768,,271,,,225,,,25,1289,1.79,,1.82,,,8.04,N/A,,2.13
2021-12-03,2021-12-10,Rash generalized (non-allergic),642,,325,,,108,,,0,1075,1.50,,2.19,,,3.86,N/A,,1.78
2021-12-03,2021-12-10,Throat tightness,757,,225,,,49,,,0,1031,1.77,,1.51,,,1.75,N/A,,1.70
2021-12-03,2021-12-10,Myalgia (muscle pain),527,,291,,,198,,,10,1026,1.23,,1.96,,,7.07,N/A,,1.69
2021-12-03,2021-12-10,Palpitations,722,,237,,,57,,,5,1021,1.68,,1.59,,,2.04,N/A,,1.69
2021-12-03,2021-12-10,Asthenia (Weakness),566,,239,,,136,,,21,962,1.32,,1.61,,,4.86,N/A,,1.59
2021-12-03,2021-12-10,Vaccination site pruritus (itching),183,,675,,,62,,,2,922,0.43,,4.54,,,2.21,N/A,,1.52
2021-12-03,2021-12-10,Dysphagia (difficulty swallowing),617,,179,,,49,,,0,845,1.44,,1.20,,,1.75,N/A,,1.40
2021-12-03,2021-12-10,Tachycardia (fast heartbeat),519,,201,,,69,,,2,791,1.21,,1.35,,,2.46,N/A,,1.31
2021-12-03,2021-12-10,Cough,491,,211,,,57,,,15,774,1.14,,1.42,,,2.04,N/A,,1.28
2021-12-03,2021-12-10,Malaise (discomfort),448,,189,,,102,,,31,770,1.04,,1.27,,,3.64,N/A,,1.27
2021-12-03,2021-12-10,Swelling face,503,,179,,,56,,,4,742,1.17,,1.20,,,2.00,N/A,,1.23
2021-12-03,2021-12-10,Abdominal pain,444,,152,,,99,,,23,718,1.04,,1.02,,,3.54,N/A,,1.19
2021-12-03,2021-12-10,Anaphylaxis,514,,143,,,25,,,1,683,1.20,,0.96,,,0.89,N/A,,1.13
2021-12-03,2021-12-10,Bell's palsy/facial paralysis,476,,154,,,48,,,1,679,1.11,,1.04,,,1.71,N/A,,1.12
2021-12-03,2021-12-10,Vaccination site cellulitis,75,,526,,,74,,,0,675,0.17,,3.54,,,2.64,N/A,,1.11
2021-12-03,2021-12-10,Vaccination site rash,179,,438,,,42,,,0,659,0.42,,2.95,,,1.50,N/A,,1.09
2021-12-03,2021-12-10,Feeling hot,390,,179,,,79,,,4,652,0.91,,1.20,,,2.82,N/A,,1.08
2021-12-03,2021-12-10,Vaccination site reaction,137,,474,,,35,,,1,647,0.32,,3.19,,,1.25,N/A,,1.07
2021-12-03,2021-12-10,Hypersensitivity,384,,182,,,51,,,7,624,0.90,,1.22,,,1.82,N/A,,1.03
2021-12-03,2021-12-10,Hyperhidrosis (excessive sweating),350,,164,,,65,,,9,588,0.82,,1.10,,,2.32,N/A,,0.97
2021-12-03,2021-12-10,Swollen tongue,410,,135,,,37,,,1,583,0.96,,0.91,,,1.32,N/A,,0.96
2021-12-03,2021-12-10,Oropharyngeal pain (throat pain),354,,160,,,45,,,9,568,0.83,,1.08,,,1.61,N/A,,0.94
2021-12-03,2021-12-10,Dermatitis allergic,324,,185,,,48,,,0,557,0.76,,1.24,,,1.71,N/A,,0.92
2021-12-03,2021-12-10,Lip swelling,383,,130,,,42,,,1,556,0.89,,0.87,,,1.50,N/A,,0.92
2021-12-10,2021-12-17,Paraesthesia (tingling or prickling),2941,,1069,,,544,,,11,4565,6.77,,7.12,,,19.43,N/A,,7.41
2021-12-10,2021-12-17,Vaccination site pain,1640,,2065,,,422,,,14,4141,3.78,,13.76,,,15.07,N/A,,6.72
2021-12-10,2021-12-17,Headache,1881,,794,,,756,,,31,3462,4.33,,5.29,,,27.00,N/A,,5.62
2021-12-10,2021-12-17,Pruritus,2053,,1014,,,262,,,13,3342,4.73,,6.75,,,9.36,N/A,,5.43
2021-12-10,2021-12-17,Dyspnoea (laboured breathing),1984,,836,,,293,,,22,3135,4.57,,5.57,,,10.46,N/A,,5.09
2021-12-10,2021-12-17,Vaccination site erythema (redness),1746,,753,,,432,,,49,2980,4.02,,5.02,,,15.43,N/A,,4.84
2021-12-10,2021-12-17,Urticaria (hives),1769,,865,,,231,,,8,2873,4.07,,5.76,,,8.25,N/A,,4.66
2021-12-10,2021-12-17,Chest pain,1601,,727,,,141,,,6,2475,3.69,,4.84,,,5.04,N/A,,4.02
2021-12-10,2021-12-17,Nausea,1425,,688,,,308,,,28,2449,3.28,,4.58,,,11.00,N/A,,3.98
2021-12-10,2021-12-17,Fatigue,505,,1677,,,190,,,5,2377,1.16,,11.17,,,6.79,N/A,,3.86
2021-12-10,2021-12-17,Dizziness,1111,,721,,,498,,,22,2352,2.56,,4.80,,,17.79,N/A,,3.82
2021-12-10,2021-12-17,Hypoaesthesia (numbness),1500,,512,,,316,,,15,2343,3.45,,3.41,,,11.29,N/A,,3.80
2021-12-10,2021-12-17,Vaccination site swelling,1508,,558,,,249,,,18,2333,3.47,,3.72,,,8.89,N/A,,3.79
2021-12-10,2021-12-17,Fever GE 38C,549,,1315,,,189,,,2,2055,1.26,,8.76,,,6.75,N/A,,3.34
2021-12-10,2021-12-17,Erythema (redness),1081,,594,,,193,,,11,1879,2.49,,3.96,,,6.89,N/A,,3.05
2021-12-10,2021-12-17,Chest discomfort,1092,,602,,,42,,,4,1740,2.51,,4.01,,,1.50,N/A,,2.82
2021-12-10,2021-12-17,Vomiting,924,,414,,,277,,,42,1657,2.13,,2.76,,,9.89,N/A,,2.69
2021-12-10,2021-12-17,Pain,1017,,375,,,218,,,33,1643,2.34,,2.50,,,7.79,N/A,,2.67
2021-12-10,2021-12-17,Rash,846,,473,,,151,,,15,1485,1.95,,3.15,,,5.39,N/A,,2.41
2021-12-10,2021-12-17,Myocarditis/Pericarditis,913,,519,,,27,,,4,1463,2.10,,3.46,,,0.96,N/A,,2.37
2021-12-10,2021-12-17,Adenopathy/lymphadenopathy,808,,398,,,198,,,17,1421,1.86,,2.65,,,7.07,N/A,,2.31
2021-12-10,2021-12-17,Vaccination site warmth,273,,1020,,,119,,,0,1412,0.63,,6.79,,,4.25,N/A,,2.29
2021-12-10,2021-12-17,Arthralgia (joint pain),1012,,317,,,62,,,1,1392,2.33,,2.11,,,2.21,N/A,,2.26
2021-12-10,2021-12-17,Rash generalized (non-allergic),626,,393,,,356,,,6,1381,1.44,,2.62,,,12.71,N/A,,2.24
2021-12-10,2021-12-17,Diarrhea,777,,352,,,197,,,29,1355,1.79,,2.34,,,7.04,N/A,,2.20
2021-12-10,2021-12-17,Chills,857,,428,,,64,,,2,1351,1.97,,2.85,,,2.29,N/A,,2.19
2021-12-10,2021-12-17,Palpitations,795,,283,,,234,,,25,1337,1.83,,1.89,,,8.36,N/A,,2.17
2021-12-10,2021-12-17,Throat tightness,681,,343,,,111,,,0,1135,1.57,,2.28,,,3.96,N/A,,1.84
2021-12-10,2021-12-17,Dysphagia (difficulty swallowing),545,,303,,,205,,,10,1063,1.25,,2.02,,,7.32,N/A,,1.73
2021-12-10,2021-12-17,Pain in extremity,778,,234,,,49,,,0,1061,1.79,,1.56,,,1.75,N/A,,1.72
2021-12-10,2021-12-17,Myalgia,747,,246,,,57,,,5,1055,1.72,,1.64,,,2.04,N/A,,1.71
2021-12-10,2021-12-17,Cough,581,,253,,,140,,,21,995,1.34,,1.69,,,5.00,N/A,,1.62
2021-12-10,2021-12-17,Vaccination site pruritus (itching),193,,699,,,62,,,2,956,0.44,,4.66,,,2.21,N/A,,1.55
2021-12-10,2021-12-17,Asthenia (Weakness),625,,190,,,50,,,0,865,1.44,,1.27,,,1.79,N/A,,1.40
2021-12-10,2021-12-17,Tachycardia,537,,210,,,71,,,2,820,1.24,,1.40,,,2.54,N/A,,1.33
2021-12-10,2021-12-17,Abdominal pain,460,,194,,,105,,,31,790,1.06,,1.29,,,3.75,N/A,,1.28
2021-12-10,2021-12-17,Swelling face,509,,182,,,57,,,4,752,1.17,,1.21,,,2.04,N/A,,1.22
2021-12-10,2021-12-17,Swollen tongue,459,,160,,,101,,,24,744,1.06,,1.07,,,3.61,N/A,,1.21
2021-12-10,2021-12-17,Malaise (discomfort),519,,166,,,52,,,0,737,1.19,,1.11,,,1.86,N/A,,1.20
2021-12-10,2021-12-17,Anaphylaxis,524,,145,,,25,,,1,695,1.21,,0.97,,,0.89,N/A,,1.13
2021-12-10,2021-12-17,Bell's Palsy,485,,155,,,48,,,1,689,1.12,,1.03,,,1.71,N/A,,1.12
2021-12-10,2021-12-17,Vaccination site cellulitis,186,,460,,,42,,,0,688,0.43,,3.06,,,1.50,N/A,,1.12
2021-12-10,2021-12-17,Feeling hot,402,,183,,,80,,,4,669,0.93,,1.22,,,2.86,N/A,,1.09
2021-12-10,2021-12-17,Oropharyngeal pain (throat pain),372,,167,,,103,,,18,660,0.86,,1.11,,,3.68,N/A,,1.07
2021-12-10,2021-12-17,Hypersensitivity,391,,186,,,51,,,7,635,0.90,,1.24,,,1.82,N/A,,1.03
2021-12-10,2021-12-17,Lip swelling,360,,169,,,67,,,9,605,0.83,,1.13,,,2.39,N/A,,0.98
2021-12-10,2021-12-17,Dermatitis allergic,418,,144,,,39,,,1,602,0.96,,0.96,,,1.39,N/A,,0.98
2021-12-10,2021-12-17,Vaccination site rash,349,,198,,,51,,,0,598,0.80,,1.32,,,1.82,N/A,,0.97
2021-12-10,2021-12-17,Hyperhidrosis (excessive sweating),357,,168,,,45,,,9,579,0.82,,1.12,,,1.61,N/A,,0.94
2021-12-10,2021-12-17,Peripheral swelling,393,,134,,,43,,,1,571,0.90,,0.89,,,1.54,N/A,,0.93
2021-12-17,2021-12-24,Paraesthesia (tingling or prickling),3066,,1111,,,556,,,11,4744,6.86,,7.31,,,19.85,N/A,,7.56
2021-12-17,2021-12-24,Vaccination site pain,1711,,2108,,,430,,,14,4263,3.83,,13.86,,,15.35,N/A,,6.79
2021-12-17,2021-12-24,Headache,1968,,819,,,768,,,31,3586,4.40,,5.39,,,27.41,N/A,,5.71
2021-12-17,2021-12-24,Pruritus,2117,,1035,,,270,,,13,3435,4.73,,6.81,,,9.64,N/A,,5.47
2021-12-17,2021-12-24,Dyspnoea (laboured breathing),2073,,873,,,298,,,22,3266,4.64,,5.74,,,10.64,N/A,,5.20
2021-12-17,2021-12-24,Fatigue,1825,,786,,,441,,,49,3101,4.08,,5.17,,,15.74,N/A,,4.94
2021-12-17,2021-12-24,Urticaria (hives),1828,,890,,,233,,,9,2960,4.09,,5.85,,,8.32,N/A,,4.72
2021-12-17,2021-12-24,Chest pain,1723,,760,,,143,,,6,2632,3.85,,5.00,,,5.10,N/A,,4.19
2021-12-17,2021-12-24,Vaccination site erythema (redness),1486,,713,,,312,,,28,2539,3.32,,4.69,,,11.14,N/A,,4.05
2021-12-17,2021-12-24,Vaccination site swelling,1571,,542,,,319,,,15,2447,3.51,,3.56,,,11.39,N/A,,3.90
2021-12-17,2021-12-24,Nausea,1166,,747,,,506,,,22,2441,2.61,,4.91,,,18.06,N/A,,3.89
2021-12-17,2021-12-24,Hypoaesthesia (numbness),1586,,585,,,252,,,18,2441,3.55,,3.85,,,8.99,N/A,,3.89
2021-12-17,2021-12-24,Fever ≥ 38°C,521,,1702,,,195,,,6,2424,1.17,,11.19,,,6.96,N/A,,3.86
2021-12-17,2021-12-24,Dizziness,577,,1501,,,202,,,2,2282,1.29,,9.87,,,7.21,N/A,,3.64
2021-12-17,2021-12-24,Erythema (redness),1119,,612,,,196,,,11,1938,2.50,,4.02,,,7.00,N/A,,3.09
2021-12-17,2021-12-24,Chest discomfort,1128,,615,,,43,,,5,1791,2.52,,4.04,,,1.53,N/A,,2.85
2021-12-17,2021-12-24,Vomiting,1174,,458,,,131,,,5,1768,2.63,,3.01,,,4.68,N/A,,2.82
2021-12-17,2021-12-24,Chills,964,,429,,,279,,,42,1714,2.16,,2.82,,,9.96,N/A,,2.73
2021-12-17,2021-12-24,Vaccination site warmth,1064,,390,,,224,,,33,1711,2.38,,2.56,,,8.00,N/A,,2.73
2021-12-17,2021-12-24,Pain,881,,484,,,153,,,16,1534,1.97,,3.18,,,5.46,N/A,,2.44
2021-12-17,2021-12-24,Myocarditis/Pericarditis,951,,532,,,28,,,5,1516,2.13,,3.50,,,1.00,N/A,,2.42
2021-12-17,2021-12-24,Pain in extremity,847,,419,,,199,,,17,1482,1.89,,2.75,,,7.10,N/A,,2.36
2021-12-17,2021-12-24,Arthralgia (joint pain),284,,1035,,,121,,,0,1440,0.64,,6.81,,,4.32,N/A,,2.29
2021-12-17,2021-12-24,Adenopathy/lymphadenopathy,654,,405,,,361,,,6,1426,1.46,,2.66,,,12.89,N/A,,2.27
2021-12-17,2021-12-24,Rash,898,,435,,,66,,,2,1401,2.01,,2.86,,,2.36,N/A,,2.23
2021-12-17,2021-12-24,Throat tightness,809,,360,,,200,,,29,1398,1.81,,2.37,,,7.14,N/A,,2.23
2021-12-17,2021-12-24,Dysphagia (difficulty swallowing),822,,293,,,236,,,26,1377,1.84,,1.93,,,8.42,N/A,,2.19
2021-12-17,2021-12-24,Diarrhea,721,,361,,,111,,,0,1193,1.61,,2.37,,,3.96,N/A,,1.90
2021-12-17,2021-12-24,Asthenia (Weakness),799,,263,,,57,,,5,1124,1.79,,1.73,,,2.03,N/A,,1.79
2021-12-17,2021-12-24,Myalgia,572,,317,,,211,,,10,1110,1.28,,2.08,,,7.53,N/A,,1.77
2021-12-17,2021-12-24,Palpitations,796,,238,,,50,,,0,1084,1.78,,1.56,,,1.78,N/A,,1.73
2021-12-17,2021-12-24,Tachycardia,607,,269,,,141,,,21,1038,1.36,,1.77,,,5.03,N/A,,1.65
2021-12-17,2021-12-24,Rash generalized (non-allergic),201,,704,,,63,,,2,970,0.45,,4.63,,,2.25,N/A,,1.55
2021-12-17,2021-12-24,Vaccination site pruritus (itching),637,,194,,,52,,,0,883,1.42,,1.28,,,1.86,N/A,,1.41
2021-12-17,2021-12-24,Peripheral swelling,552,,216,,,71,,,2,841,1.23,,1.42,,,2.53,N/A,,1.34
2021-12-17,2021-12-24,Vaccination site cellulitis,475,,200,,,107,,,31,813,1.06,,1.32,,,3.82,N/A,,1.30
2021-12-17,2021-12-24,Malaise (discomfort),508,,222,,,59,,,15,804,1.14,,1.46,,,2.11,N/A,,1.28
2021-12-17,2021-12-24,Cough,528,,186,,,58,,,4,776,1.18,,1.22,,,2.07,N/A,,1.24
2021-12-17,2021-12-24,Lip swelling,473,,169,,,102,,,24,768,1.06,,1.11,,,3.64,N/A,,1.22
2021-12-17,2021-12-24,Feeling hot,191,,471,,,43,,,1,706,0.43,,3.10,,,1.53,N/A,,1.12
2021-12-17,2021-12-24,Anaphylaxis,532,,147,,,25,,,1,705,1.19,,0.97,,,0.89,N/A,,1.12
2021-12-17,2021-12-24,Vaccination site reaction,80,,541,,,75,,,0,696,0.18,,3.56,,,2.68,N/A,,1.11
2021-12-17,2021-12-24,Bell's Palsy,490,,155,,,48,,,1,694,1.10,,1.02,,,1.71,N/A,,1.11
2021-12-17,2021-12-24,Swelling face,417,,186,,,82,,,4,689,0.93,,1.22,,,2.93,N/A,,1.10
2021-12-17,2021-12-24,Dermatitis allergic,390,,173,,,103,,,18,684,0.87,,1.14,,,3.68,N/A,,1.09
2021-12-17,2021-12-24,Abdominal pain,143,,475,,,38,,,1,657,0.32,,3.12,,,1.36,N/A,,1.05
2021-12-17,2021-12-24,Swollen tongue,405,,191,,,52,,,7,655,0.91,,1.26,,,1.86,N/A,,1.04
2021-12-17,2021-12-24,Hypersensitivity,379,,173,,,67,,,9,628,0.85,,1.14,,,2.39,N/A,,1.00
2021-12-17,2021-12-24,Hyperhidrosis (excessive sweating),429,,149,,,40,,,1,619,0.96,,0.98,,,1.43,N/A,,0.99
2021-12-17,2021-12-24,Vaccination site rash,403,,138,,,44,,,1,586,0.90,,0.91,,,1.57,N/A,,0.93
2021-12-31,2022-01-07,Paraesthesia (tingling or prickling),3188,,1175,,,575,,,14,4955,6.68,,7.23,,,20.51,N/A,,7.42
2021-12-31,2022-01-07,Vaccination site pain,1786,,2157,,,435,,,14,4393,3.74,,13.28,,,15.51,N/A,,6.58
2021-12-31,2022-01-07,Headache,2062,,869,,,797,,,34,3764,4.32,,5.35,,,28.42,N/A,,5.64
2021-12-31,2022-01-07,Pruritus,2211,,1075,,,278,,,13,3582,4.64,,6.62,,,9.91,N/A,,5.36
2021-12-31,2022-01-07,Dyspnoea (laboured breathing),2205,,924,,,309,,,22,3461,4.62,,5.69,,,11.02,N/A,,5.18
2021-12-31,2022-01-07,Fatigue,1940,,836,,,450,,,51,3278,4.07,,5.15,,,16.05,N/A,,4.91
2021-12-31,2022-01-07,Urticaria (hives),1906,,916,,,237,,,9,3070,4.00,,5.64,,,8.45,N/A,,4.60
2021-12-31,2022-01-07,Chest pain,1873,,806,,,147,,,9,2836,3.93,,4.96,,,5.24,N/A,,4.25
2021-12-31,2022-01-07,Nausea,1541,,748,,,317,,,29,2638,3.23,,4.61,,,11.31,N/A,,3.95
2021-12-31,2022-01-07,Hypoaesthesia (numbness),1654,,580,,,333,,,16,2584,3.47,,3.57,,,11.88,N/A,,3.87
2021-12-31,2022-01-07,Dizziness,1651,,626,,,259,,,19,2556,3.46,,3.85,,,9.24,N/A,,3.83
2021-12-31,2022-01-07,Fever ≥ 38°C,1224,,783,,,517,,,23,2548,2.57,,4.82,,,18.44,N/A,,3.82
2021-12-31,2022-01-07,Vaccination site erythema (redness),544,,1747,,,196,,,6,2494,1.14,,10.76,,,6.99,N/A,,3.73
2021-12-31,2022-01-07,Vaccination site swelling,578,,1455,,,192,,,2,2228,1.21,,8.96,,,6.85,N/A,,3.34
2021-12-31,2022-01-07,Erythema (redness),1169,,639,,,201,,,11,2021,2.45,,3.93,,,7.17,N/A,,3.03
2021-12-31,2022-01-07,Chest discomfort,1268,,496,,,134,,,6,1905,2.66,,3.05,,,4.78,N/A,,2.85
2021-12-31,2022-01-07,Arthralgia (joint pain),1127,,419,,,227,,,33,1806,2.36,,2.58,,,8.10,N/A,,2.70
2021-12-31,2022-01-07,Pain,1020,,448,,,283,,,42,1793,2.14,,2.76,,,10.09,N/A,,2.68
2021-12-31,2022-01-07,Rash,930,,503,,,155,,,16,1604,1.95,,3.10,,,5.53,N/A,,2.40
2021-12-31,2022-01-07,Myocarditis/Pericarditis,991,,549,,,29,,,5,1574,2.08,,3.38,,,1.03,N/A,,2.36
2021-12-31,2022-01-07,Vomiting,881,,441,,,203,,,17,1543,1.85,,2.72,,,7.24,N/A,,2.31
2021-12-31,2022-01-07,Vaccination site warmth,295,,1060,,,123,,,0,1478,0.62,,6.53,,,4.39,N/A,,2.21
2021-12-31,2022-01-07,Chills,690,,416,,,364,,,6,1478,1.45,,2.56,,,12.98,N/A,,2.21
2021-12-31,2022-01-07,Diarrhea,850,,375,,,204,,,30,1459,1.78,,2.31,,,7.28,N/A,,2.18
2021-12-31,2022-01-07,Adenopathy/lymphadenopathy (swollen lymph nodes),933,,452,,,66,,,2,1453,1.96,,2.78,,,2.35,N/A,,2.18
2021-12-31,2022-01-07,Pain in extremity,860,,305,,,242,,,27,1435,1.80,,1.88,,,8.63,N/A,,2.15
2021-12-31,2022-01-07,Rash generalized (non-allergic),770,,385,,,116,,,0,1272,1.61,,2.37,,,4.14,N/A,,1.90
2021-12-31,2022-01-07,Palpitations,897,,290,,,59,,,5,1251,1.88,,1.79,,,2.10,N/A,,1.87
2021-12-31,2022-01-07,Myalgia (muscle pain),604,,335,,,222,,,10,1172,1.27,,2.06,,,7.92,N/A,,1.75
2021-12-31,2022-01-07,Throat tightness,810,,244,,,51,,,0,1107,1.70,,1.50,,,1.82,N/A,,1.66
2021-12-31,2022-01-07,Asthenia (weakness),633,,282,,,146,,,24,1085,1.33,,1.74,,,5.21,N/A,,1.62
2021-12-31,2022-01-07,Vaccination site pruritus (itching),216,,720,,,63,,,2,1001,0.45,,4.43,,,2.25,N/A,,1.50
2021-12-31,2022-01-07,Dysphagia (difficulty swallowing),649,,199,,,54,,,1,904,1.36,,1.23,,,1.93,N/A,,1.35
2021-12-31,2022-01-07,Tachycardia (fast heartbeat),587,,226,,,71,,,2,886,1.23,,1.39,,,2.53,N/A,,1.33
2021-12-31,2022-01-07,Cough,531,,237,,,60,,,15,844,1.11,,1.46,,,2.14,N/A,,1.26
