data-cut-off-date,web-posting-date,vaccine-name,non-serious-all,serious-all,total-all,non-serious-rate-all,serious-rate-all,total-rate-all,doses-admin-all,non-serious-18plus,serious-18plus,total-18plus,non-serious-rate-18plus,serious-rate-18plus,total-rate-18plus,doses-admin-18plus,non-serious-12to17,serious-12to17,total-12to17,non-serious-rate-12to17,serious-rate-12to17,total-rate-12to17,doses-admin-12to17,non-serious-5to11,serious-5to11,total-5to11,non-serious-rate-5to11,serious-rate-5to11,total-rate-5to11,doses-admin-5to11,non-serious-0to4,serious-0to4,total-0to4,non-serious-rate-0to4,serious-rate-0to4,total-rate-0to4,doses-admin-0to4
2022-04-15,2022-04-29,Pfizer-BioNTech (Total),20139,6344,26483,36.15,11.39,47.53,55712970,18519,5417,23936,38.66,11.31,49.97,47904448,1118,362,1480,23.15,7.50,30.64,4829516,442,79,521,14.90,2.66,17.56,2967314,,,,,,,
2022-04-15,2022-04-29,Pfizer-BioNTech (Dose 1),11625,3184,14809,48.78,13.36,62.14,23831712,10660,2796,13456,53.72,14.09,67.81,19844057,634,148,782,28.20,6.58,34.78,2248399,308,47,355,17.77,2.71,20.48,1733091,,,,,,,
2022-04-15,2022-04-29,Pfizer-BioNTech (Dose 2),5276,2029,7305,24.47,9.41,33.88,21563328,4794,1700,6494,26.37,9.35,35.73,18177208,361,180,541,16.75,8.35,25.11,2154770,103,23,126,8.39,1.87,10.27,1227124,,,,,,,
2022-04-15,2022-04-29,Pfizer-BioNTech (Dose 3),842,372,1214,8.41,3.72,12.12,10013447,813,334,1147,8.49,3.49,11.97,9580169,25,10,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Pfizer-BioNTech (Dose 4),9,6,15,N/A,N/A,N/A,N/A,9,6,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Moderna (Total),12067,1798,13865,52.26,7.79,60.05,23089347,12033,1674,13707,52.24,7.27,59.51,23034488,12,7,19,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Moderna (Dose 1),6363,643,7006,100.29,10.13,110.42,6344782,6343,607,6950,100.37,9.60,109.97,6319662,11,2,13,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Moderna (Dose 2),3110,738,3848,36.70,8.71,45.41,8473653,3098,691,3789,36.66,8.18,44.84,8450126,1,5,6,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Moderna (Dose 3),1162,175,1337,14.45,2.18,16.63,8041864,1160,162,1322,14.44,2.02,16.45,8035873,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Moderna (Dose 4),15,7,22,N/A,N/A,N/A,N/A,15,7,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,COVISHIELD/AstraZeneca (Total),2991,879,3870,106.35,31.25,137.61,2812379,2984,788,3772,106.11,28.02,134.13,2812149,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,COVISHIELD/AstraZeneca (Dose 1),2374,557,2931,106.05,24.88,130.93,2238531,2372,522,2894,105.97,23.32,129.29,2238348,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,COVISHIELD/AstraZeneca (Dose 2),122,66,188,21.31,11.53,32.84,572386,119,61,180,20.79,10.66,31.45,572339,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,1456,N/A,N/A,N/A,N/A,N/A,N/A,1456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,COVISHIELD/AstraZeneca (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Janssen (Total),29,20,49,143.96,99.28,243.24,20145,27,19,46,134.10,94.37,228.47,20134,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Janssen (Dose 1),22,13,35,112.80,66.66,179.46,19503,22,12,34,112.86,61.56,174.41,19494,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Janssen (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Unknown vaccine (Total),50,282,332,N/A,N/A,N/A,N/A,42,244,286,N/A,N/A,N/A,N/A,1,2,3,N/A,N/A,N/A,N/A,0,2,2,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Unknown vaccine (Dose 1),13,57,70,N/A,N/A,N/A,N/A,10,46,56,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Unknown vaccine (Dose 2),13,63,76,N/A,N/A,N/A,N/A,12,55,67,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Unknown vaccine (Dose 3),6,24,30,N/A,N/A,N/A,N/A,5,20,25,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-15,2022-04-29,Unknown vaccine (Dose 4),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Pfizer-BioNTech (Total),20389,6479,26868,36.15,11.49,47.64,56398117,18721,5519,24240,38.58,11.37,49.95,48525310,1136,376,1512,23.38,7.74,31.12,4859077,473,85,558,15.76,2.83,18.59,3001805,,,,,,,
2022-04-29,2022-05-13,Pfizer-BioNTech (Dose 1),11736,3229,14965,49.21,13.54,62.75,23850185,10748,2832,13580,54.13,14.26,68.40,19854317,640,151,791,28.45,6.71,35.16,2249789,326,50,376,18.74,2.87,21.61,1739893,,,,,,,
2022-04-29,2022-05-13,Pfizer-BioNTech (Dose 2),5373,2069,7442,24.87,9.58,34.45,21604967,4874,1727,6601,26.80,9.49,36.29,18189243,365,189,554,16.92,8.76,25.68,2157181,116,26,142,9.25,2.07,11.32,1254135,,,,,,,
2022-04-29,2022-05-13,Pfizer-BioNTech (Dose 3),887,414,1301,8.76,4.09,12.84,10130736,850,366,1216,8.79,3.78,12.57,9670084,33,13,46,7.31,2.88,10.19,451589,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Pfizer-BioNTech (Dose 4),10,11,21,N/A,N/A,N/A,N/A,10,9,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Moderna (Total),12220,1828,14048,52.21,7.81,60.03,23403343,12187,1699,13886,52.20,7.28,59.47,23348332,13,8,21,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Moderna (Dose 1),6411,651,7062,101.00,10.26,111.25,6347586,6391,615,7006,101.08,9.73,110.81,6322466,12,2,14,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Moderna (Dose 2),3151,755,3906,37.17,8.91,46.08,8477083,3140,707,3847,37.14,8.36,45.51,8453558,1,5,6,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Moderna (Dose 3),1229,182,1411,15.19,2.25,17.44,8088513,1227,166,1393,15.18,2.05,17.24,8082171,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Moderna (Dose 4),17,7,24,N/A,N/A,N/A,N/A,17,7,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,COVISHIELD/AstraZeneca (Total),3001,891,3892,106.70,31.68,138.38,2812637,2994,799,3793,106.46,28.41,134.87,2812406,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,COVISHIELD/AstraZeneca (Dose 1),2385,571,2956,106.54,25.51,132.04,2238647,2383,535,2918,106.46,23.90,130.36,2238463,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,COVISHIELD/AstraZeneca (Dose 2),125,68,193,21.83,11.88,33.71,572508,122,63,185,21.31,11.01,32.32,572461,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,1476,N/A,N/A,N/A,N/A,N/A,N/A,1476,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,COVISHIELD/AstraZeneca (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Janssen (Total),29,23,52,141.29,112.06,253.35,20525,27,22,49,131.62,107.25,238.87,20513,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Janssen (Dose 1),22,16,38,110.68,80.50,191.18,19877,22,15,37,110.74,75.50,186.24,19867,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Janssen (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Unknown vaccine (Total),54,290,344,N/A,N/A,N/A,N/A,43,251,294,N/A,N/A,N/A,N/A,1,2,3,N/A,N/A,N/A,N/A,0,2,2,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Unknown vaccine (Dose 1),13,57,70,N/A,N/A,N/A,N/A,10,46,56,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Unknown vaccine (Dose 2),13,63,76,N/A,N/A,N/A,N/A,12,55,67,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Unknown vaccine (Dose 3),6,26,32,N/A,N/A,N/A,N/A,5,21,26,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-04-29,2022-05-13,Unknown vaccine (Dose 4),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Pfizer-BioNTech (Total),20910,6547,27457,36.68,11.48,48.16,57011324,19167,5572,24739,39.00,11.34,50.33,49149504,1136,376,1512,23.38,7.74,31.12,4859077,473,85,558,15.76,2.83,18.59,3001805,,,,,,,
2022-05-13,2022-05-30,Pfizer-BioNTech (Dose 1),11988,3258,15246,50.22,13.65,63.87,23868712,10956,2861,13817,55.16,14.40,69.56,19862033,640,151,791,28.45,6.71,35.16,2249789,326,50,376,18.74,2.87,21.61,1739893,,,,,,,
2022-05-13,2022-05-30,Pfizer-BioNTech (Dose 2),5538,2090,7628,25.59,9.66,35.25,21640162,5016,1739,6755,27.54,9.55,37.08,18216205,365,189,554,16.92,8.76,25.68,2157181,116,26,142,9.25,2.07,11.32,1254135,,,,,,,
2022-05-13,2022-05-30,Pfizer-BioNTech (Dose 3),952,431,1383,9.31,4.21,13.52,10225669,910,380,1290,9.29,3.88,13.17,9795086,33,13,46,7.31,2.88,10.19,451589,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Pfizer-BioNTech (Dose 4),15,21,36,N/A,N/A,N/A,N/A,15,19,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Moderna (Total),12566,1848,14414,53.00,7.80,60.80,23707288,12532,1719,14251,52.97,7.27,60.24,23657338,13,8,21,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Moderna (Dose 1),6558,656,7214,103.26,10.33,113.59,6351182,6539,620,7159,103.37,9.80,113.17,6326037,12,2,14,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Moderna (Dose 2),3262,760,4022,38.46,8.96,47.43,8480615,3252,712,3964,38.44,8.42,46.85,8460370,1,5,6,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Moderna (Dose 3),1291,189,1480,15.91,2.33,18.23,8116762,1287,173,1460,15.86,2.13,18.00,8112233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Moderna (Dose 4),25,10,35,N/A,N/A,N/A,N/A,25,10,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,COVISHIELD/AstraZeneca (Total),3071,896,3967,109.18,31.85,141.03,2812881,3065,804,3869,108.97,28.59,137.56,2812654,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,COVISHIELD/AstraZeneca (Dose 1),2449,577,3026,109.39,25.77,135.16,2238746,2447,541,2988,109.31,24.17,133.48,2238564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,COVISHIELD/AstraZeneca (Dose 2),128,68,196,22.35,11.88,34.23,572613,125,63,188,21.83,11.00,32.83,572568,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,COVISHIELD/AstraZeneca (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Janssen (Total),36,23,59,171.84,109.79,281.62,20950,34,22,56,162.38,105.07,267.44,20939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Janssen (Dose 1),28,16,44,138.08,78.90,216.98,20278,28,15,43,138.16,74.01,212.17,20267,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Janssen (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Unknown vaccine (Total),54,295,349,N/A,N/A,N/A,N/A,43,254,297,N/A,N/A,N/A,N/A,1,2,3,N/A,N/A,N/A,N/A,0,2,2,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Unknown vaccine (Dose 1),13,57,70,N/A,N/A,N/A,N/A,10,46,56,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Unknown vaccine (Dose 2),13,62,75,N/A,N/A,N/A,N/A,12,54,66,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Unknown vaccine (Dose 3),6,27,33,N/A,N/A,N/A,N/A,5,22,27,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-13,2022-05-30,Unknown vaccine (Dose 4),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Pfizer-BioNTech (Total),21132,6634,27766,36.76,11.54,48.30,57487001,19356,5648,25004,39.09,11.41,50.50,49510924,1185,380,1565,24.21,7.76,31.97,4895660,538,88,626,17.52,2.87,20.38,3071419,,,,,,,
2022-05-27,2022-06-24,Pfizer-BioNTech (Dose 1),12082,3283,15365,50.72,13.78,64.50,23820277,11028,2883,13911,55.79,14.59,70.38,19766285,667,152,819,29.43,6.71,36.13,2266654,364,50,414,20.44,2.81,23.24,1781052,,,,,,,
2022-05-27,2022-06-24,Pfizer-BioNTech (Dose 2),5625,2112,7737,25.98,9.76,35.74,21648240,5093,1758,6851,28.02,9.67,37.70,18174160,378,190,568,17.32,8.70,26.02,2182953,141,28,169,10.94,2.17,13.11,1289268,,,,,,,
2022-05-27,2022-06-24,Pfizer-BioNTech (Dose 3),992,460,1452,9.56,4.43,13.99,10375944,949,406,1355,9.56,4.09,13.65,9928675,39,15,54,8.76,3.37,12.13,445345,0,1,1,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Pfizer-BioNTech (Dose 4),24,31,55,1.63,2.10,3.73,1475586,24,29,53,1.63,1.97,3.59,1474961,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Moderna (Total),12707,1866,14573,53.03,7.79,60.81,23964126,12672,1739,14411,53.00,7.27,60.28,23908384,14,8,22,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Moderna (Dose 1),6595,665,7260,108.96,10.99,119.95,6052596,6576,630,7206,109.16,10.46,119.61,6024434,13,2,15,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Moderna (Dose 2),3300,761,4061,38.27,8.82,47.09,8623835,3291,714,4005,38.26,8.30,46.56,8601262,1,5,6,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Moderna (Dose 3),1350,197,1547,16.27,2.37,18.65,8295632,1344,181,1525,16.21,2.18,18.39,8290667,0,1,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Moderna (Dose 4),38,14,52,3.95,1.45,5.40,962774,38,14,52,3.95,1.45,5.40,962774,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,COVISHIELD/AstraZeneca (Total),3080,903,3983,109.49,32.10,141.59,2813048,3074,811,3885,109.29,28.83,138.12,2812796,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,COVISHIELD/AstraZeneca (Dose 1),2457,580,3037,109.90,25.94,135.84,2235711,2455,544,2999,109.82,24.33,134.15,2235508,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,COVISHIELD/AstraZeneca (Dose 2),131,69,200,22.75,11.98,34.74,575779,128,64,192,22.23,11.12,33.35,575730,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,COVISHIELD/AstraZeneca (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,COVISHIELD/AstraZeneca (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Janssen (Total),36,21,57,168.27,98.16,266.43,21394,34,20,54,159.03,93.55,252.57,21380,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Janssen (Dose 1),28,14,42,135.42,67.71,203.12,20677,28,13,41,135.51,62.91,198.42,20663,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Janssen (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Novavax (Total),1,1,2,N/A,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Novavax (Dose 1),1,1,2,N/A,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Novavax (Dose 2),0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Novavax (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Novavax (Dose 4),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-05-27,2022-06-24,Unknown vaccine (Total),55,303,358,N/A,N/A,N/A,N/A,43,261,304,N/A,N/A,N/A,N/A,1,2,3,N/A,N/A,N/A,N/A,0,2,2,N/A,N/A,N/A,N/A,,,,,,,
